Year,Month,Inv Date,Customer Number,Product Line,Item Number,Qty Shipped,Net Sales,Net Price,COGS,gross_profit,sales,year_month,item_name,region_name,Gross Margin
2022,4,2022-04-23,2,70,1740680,84,2585.52,30.78,729,1856.52,2585.52,2022-04,1740680,West,0.7180451127819549
2022,4,2022-04-23,2,70,1741160,42,2154.6,51.3,574,1580.6,2154.6,2022-04,1741160,East,0.7335932423651722
2022,4,2022-04-23,2,120,1750418,12,87.24,7.27,30,57.239999999999995,87.24,2022-04,1750418,North,0.656121045392022
2022,4,2022-04-23,2,120,1751280,8,410.4,51.3,103,307.4,410.4,2022-04,1751280,East,0.7490253411306043
2022,4,2022-04-23,2,180,1270335.6,8,164.16,20.52,43,121.16,164.16,2022-04,1270335.6,East,0.7380604288499025
2022,4,2022-04-23,2,200,1280510,4,97.92,24.48,28,69.92,97.92,2022-04,1280510,East,0.7140522875816994
2022,4,2022-04-23,2,200,1281000,8,391.68,48.96,105,286.68,391.68,2022-04,1281000,North,0.7319240196078431
2022,4,2022-04-24,1,100,1452038.02,108,2332.8,21.6,591,1741.8000000000002,2332.8,2022-04,1452038.02,West,0.746656378600823
2022,4,2022-04-24,1,100,1452405.02,120,4752.0,39.6,1437,3315.0,4752.0,2022-04,1452405.02,South,0.69760101010101
2022,4,2022-04-24,1,100,1452943.02,48,9504.0,198.0,2037,7467.0,9504.0,2022-04,1452943.02,West,0.7856691919191919
2022,4,2022-04-25,3,230,XWCFDA2501249,6,3420.0,570.0,879,2541.0,3420.0,2022-04,XWCFDA2501249,West,0.7429824561403509
2022,4,2022-04-28,2,70,1740010,36,77.04,2.14,24,53.040000000000006,77.04,2022-04,1740010,North,0.6884735202492213
2022,4,2022-04-28,2,70,1740300,24,348.96,14.54,107,241.95999999999998,348.96,2022-04,1740300,North,0.6933745988078863
2022,4,2022-04-28,2,70,1740380,20,359.2,17.96,79,280.2,359.2,2022-04,1740380,West,0.7800668151447662
2022,4,2022-04-28,2,70,1740520,36,861.84,23.94,264,597.84,861.84,2022-04,1740520,West,0.6936786410470621
2022,4,2022-04-28,2,70,1740600,20,547.2,27.360000000000003,182,365.20000000000005,547.2,2022-04,1740600,East,0.6673976608187134
2022,4,2022-04-28,2,70,1740920,84,3447.36,41.04,1058,2389.36,3447.36,2022-04,1740920,North,0.6930984869581361
2022,4,2022-04-28,2,70,1741400,4,246.24,61.56,69,177.24,246.24,2022-04,1741400,North,0.719785575048733
2022,4,2022-04-28,1,100,1452703.02,30,1782.0,59.4,601,1181.0,1782.0,2022-04,1452703.02,South,0.6627384960718294
2022,4,2022-04-28,2,180,1270265.6,12,174.48,14.54,47,127.47999999999999,174.48,2022-04,1270265.6,South,0.7306281522237505
2022,4,2022-04-28,2,180,1270415.6,4,109.44,27.36,25,84.44,109.44,2022-04,1270415.6,South,0.7715643274853801
2022,4,2022-04-28,2,200,1280290,8,106.08,13.26,24,82.08,106.08,2022-04,1280290,North,0.7737556561085973
2022,4,2022-04-28,2,200,1280510,4,97.92,24.48,27,70.92,97.92,2022-04,1280510,North,0.7242647058823529
2022,4,2022-04-28,2,200,1280600,4,114.24,28.56,38,76.24,114.24,2022-04,1280600,South,0.6673669467787114
2022,4,2022-04-29,1,100,1452703.02,30,1782.0,59.4,609,1173.0,1782.0,2022-04,1452703.02,West,0.6582491582491582
2022,4,2022-04-30,2,70,1740010,36,77.04,2.14,16,61.040000000000006,77.04,2022-04,1740010,North,0.7923156801661475
2022,4,2022-04-30,2,70,1740050,40,154.0,3.85,46,108.0,154.0,2022-04,1740050,East,0.7012987012987013
2022,4,2022-04-30,2,70,1740220,216,2401.92,11.120000000000001,652,1749.92,2401.92,2022-04,1740220,South,0.7285504929389821
2022,4,2022-04-30,2,70,1740300,28,407.12,14.540000000000001,84,323.12,407.12,2022-04,1740300,West,0.7936726272352133
2022,4,2022-04-30,2,70,1740380,20,359.2,17.96,111,248.2,359.2,2022-04,1740380,East,0.6909799554565701
2022,4,2022-04-30,2,70,1740440,32,656.64,20.52,170,486.64,656.64,2022-04,1740440,West,0.7411062378167641
2022,4,2022-04-30,2,70,1740520,40,957.6,23.94,193,764.6,957.6,2022-04,1740520,South,0.7984544695071011
2022,4,2022-04-30,2,70,1740600,20,547.2,27.360000000000003,120,427.20000000000005,547.2,2022-04,1740600,South,0.7807017543859649
2022,4,2022-04-30,2,70,1740760,12,410.4,34.199999999999996,119,291.4,410.4,2022-04,1740760,North,0.7100389863547758
2022,4,2022-04-30,2,70,1740920,84,3447.36,41.04,706,2741.36,3447.36,2022-04,1740920,North,0.7952056066091154
2022,4,2022-04-30,2,70,1741160,20,1026.0,51.3,217,809.0,1026.0,2022-04,1741160,South,0.7884990253411306
2022,4,2022-04-30,2,70,1741400,8,492.48,61.56,128,364.48,492.48,2022-04,1741400,South,0.7400909681611436
2022,4,2022-04-30,2,120,1750758,12,215.52,17.96,59,156.52,215.52,2022-04,1750758,North,0.7262435040831478
2022,4,2022-04-30,2,120,1750808,24,574.56,23.939999999999998,116,458.55999999999995,574.56,2022-04,1750808,North,0.7981063770537454
2022,4,2022-04-30,2,180,1270225.6,8,88.96,11.12,23,65.96,88.96,2022-04,1270225.6,South,0.7414568345323741
2022,4,2022-04-30,2,180,1270335.6,8,164.16,20.52,35,129.16,164.16,2022-04,1270335.6,East,0.7867933723196882
2022,4,2022-04-30,2,180,1270455.6,4,123.12,30.78,34,89.12,123.12,2022-04,1270455.6,West,0.723846653671215
2022,4,2022-04-30,2,180,1270575.6,12,492.48,41.04,118,374.48,492.48,2022-04,1270575.6,North,0.7603963612735543
2022,5,2022-05-01,3,40,1401424.01,20,3690.0,184.5,948,2742.0,3690.0,2022-05,1401424.01,West,0.7430894308943089
2022,5,2022-05-01,3,140,1710910.01,144,14040.0,97.5,3647,10393.0,14040.0,2022-05,1710910.01,West,0.7402421652421652
2022,5,2022-05-01,2,180,1271055.6,2,164.16,82.08,38,126.16,164.16,2022-05,1271055.6,South,0.7685185185185185
2022,5,2022-05-01,2,230,AK3SDA2501467,1,51.4,51.4,14,37.4,51.4,2022-05,AK3SDA2501467,East,0.7276264591439688
2022,5,2022-05-02,1,100,1452038.02,432,9331.2,21.6,2776,6555.200000000001,9331.2,2022-05,1452038.02,North,0.7025034293552812
2022,5,2022-05-02,1,100,1453220.02,20,1980.0,99.0,652,1328.0,1980.0,2022-05,1453220.02,North,0.6707070707070707
2022,5,2022-05-05,2,70,1740130,36,261.72,7.2700000000000005,58,203.72000000000003,261.72,2022-05,1740130,East,0.7783891181415253
2022,5,2022-05-05,2,70,1740520,108,2585.52,23.94,904,1681.52,2585.52,2022-05,1740520,South,0.6503604690739193
2022,5,2022-05-05,2,70,1740920,84,3447.36,41.04,884,2563.36,3447.36,2022-05,1740920,North,0.7435718926946997
2022,5,2022-05-05,2,200,1280760,2,73.44,36.72,20,53.44,73.44,2022-05,1280760,West,0.7276688453159041
2022,5,2022-05-05,2,210,1406412,1,41.28,41.28,9,32.28,41.28,2022-05,1406412,West,0.7819767441860466
2022,5,2022-05-06,1,100,1452038.02,432,9331.2,21.6,2980,6351.200000000001,9331.2,2022-05,1452038.02,North,0.6806412894375857
2022,5,2022-05-06,3,230,XWCFDA2501249,6,3420.0,570.0,1163,2257.0,3420.0,2022-05,XWCFDA2501249,South,0.6599415204678363
2022,5,2022-05-06,3,230,XWCFDA2537249,16,9360.0,585.0,2740,6620.0,9360.0,2022-05,XWCFDA2537249,West,0.7072649572649573
2022,5,2022-05-08,3,240,XWCFDA25372021,2,468.0,234.0,138,330.0,468.0,2022-05,XWCFDA25372021,South,0.7051282051282052
2022,5,2022-05-09,2,50,1471840,4,149.76,37.44,37,112.75999999999999,149.76,2022-05,1471840,South,0.7529380341880342
2022,5,2022-05-09,2,70,1740050,20,77.0,3.85,19,58.0,77.0,2022-05,1740050,East,0.7532467532467533
2022,5,2022-05-09,2,70,1740090,48,266.88,5.56,88,178.88,266.88,2022-05,1740090,East,0.6702637889688249
2022,5,2022-05-09,2,70,1740300,40,581.6,14.540000000000001,123,458.6,581.6,2022-05,1740300,West,0.7885144429160935
2022,5,2022-05-09,2,70,1740440,28,574.56,20.52,119,455.55999999999995,574.56,2022-05,1740440,South,0.7928849902534113
2022,5,2022-05-09,2,70,1740600,36,984.96,27.36,201,783.96,984.96,2022-05,1740600,West,0.7959307992202729
2022,5,2022-05-09,2,70,1740920,168,6894.72,41.04,1918,4976.72,6894.72,2022-05,1740920,South,0.7218161143599741
2022,5,2022-05-09,2,70,1741160,84,4309.2,51.3,1298,3011.2,4309.2,2022-05,1741160,East,0.698783997029611
2022,5,2022-05-09,1,100,1452730.02,20,2970.0,148.5,597,2373.0,2970.0,2022-05,1452730.02,West,0.798989898989899
2022,5,2022-05-09,1,100,1453057,13500,11893.5,0.881,2526,9367.5,11893.5,2022-05,1453057,East,0.7876150838693404
2022,5,2022-05-09,2,120,1751080,4,123.12,30.78,28,95.12,123.12,2022-05,1751080,West,0.7725795971410007
2022,5,2022-05-09,2,120,1751208,20,820.8,41.04,242,578.8,820.8,2022-05,1751208,West,0.7051656920077972
2022,5,2022-05-09,2,180,1270305.6,12,215.52,17.96,71,144.52,215.52,2022-05,1270305.6,West,0.6705642167780252
2022,5,2022-05-09,2,180,1270375.6,12,287.28,23.939999999999998,85,202.27999999999997,287.28,2022-05,1270375.6,North,0.7041214146477304
2022,5,2022-05-09,2,200,1280450,4,85.68,21.42,27,58.68000000000001,85.68,2022-05,1280450,North,0.6848739495798319
2022,5,2022-05-09,2,200,1280680,4,130.56,32.64,45,85.56,130.56,2022-05,1280680,North,0.6553308823529412
2022,5,2022-05-09,2,220,1220768,1,109.08,109.08,23,86.08,109.08,2022-05,1220768,South,0.7891455812247892
2022,5,2022-05-09,2,230,D79DA250108,1,78.6,78.6,17,61.599999999999994,78.6,2022-05,D79DA250108,South,0.7837150127226463
2022,5,2022-05-09,2,230,XI9DA296708,1,92.4,92.4,24,68.4,92.4,2022-05,XI9DA296708,East,0.7402597402597403
2022,5,2022-05-13,2,230,X65DA250108,1,78.6,78.6,17,61.599999999999994,78.6,2022-05,X65DA250108,South,0.7837150127226463
2022,5,2022-05-15,2,70,1742122,1,92.34,92.34,23,69.34,92.34,2022-05,1742122,West,0.7509205111544293
2022,5,2022-05-15,3,140,1710912.01,36,4309.2,119.69999999999999,1102,3207.2,4309.2,2022-05,1710912.01,North,0.7442680776014109
2022,5,2022-05-16,2,70,1740010,36,77.04,2.14,16,61.040000000000006,77.04,2022-05,1740010,North,0.7923156801661475
2022,5,2022-05-16,2,70,1740050,80,308.0,3.85,62,246.0,308.0,2022-05,1740050,South,0.7987012987012987
2022,5,2022-05-16,2,70,1740130,36,261.72,7.2700000000000005,78,183.72000000000003,261.72,2022-05,1740130,West,0.7019715726730857
2022,5,2022-05-16,2,70,1740300,28,407.12,14.540000000000001,134,273.12,407.12,2022-05,1740300,East,0.6708587148752211
2022,5,2022-05-16,2,70,1740440,88,1805.76,20.52,378,1427.76,1805.76,2022-05,1740440,East,0.7906698564593302
2022,5,2022-05-16,2,70,1740520,32,766.08,23.94,164,602.08,766.08,2022-05,1740520,North,0.7859231411862991
2022,5,2022-05-16,2,70,1740600,40,1094.4,27.360000000000003,292,802.4000000000001,1094.4,2022-05,1740600,North,0.733187134502924
2022,5,2022-05-16,2,70,1740760,8,273.6,34.2,64,209.60000000000002,273.6,2022-05,1740760,South,0.7660818713450293
2022,5,2022-05-16,2,70,1740920,168,6894.72,41.04,1729,5165.72,6894.72,2022-05,1740920,South,0.7492283950617284
2022,5,2022-05-16,2,70,1741160,20,1026.0,51.3,317,709.0,1026.0,2022-05,1741160,West,0.6910331384015594
2022,5,2022-05-16,2,70,1741400,4,246.24,61.56,67,179.24,246.24,2022-05,1741400,South,0.7279077322936972
2022,5,2022-05-16,2,70,1741880,6,492.48,82.08,134,358.48,492.48,2022-05,1741880,North,0.7279077322936972
2022,5,2022-05-16,1,100,1453150.02,360,32076.0,89.1,8498,23578.0,32076.0,2022-05,1453150.02,East,0.735066716548198
2022,5,2022-05-16,2,120,1750688,8,88.96,11.12,27,61.959999999999994,88.96,2022-05,1750688,South,0.6964928057553956
2022,5,2022-05-16,2,120,1750723,12,174.48,14.54,38,136.48,174.48,2022-05,1750723,North,0.7822099954149473
2022,5,2022-05-16,2,120,1750808,12,287.28,23.939999999999998,100,187.27999999999997,287.28,2022-05,1750808,South,0.6519075466443888
2022,5,2022-05-16,2,120,1751880,2,164.16,82.08,46,118.16,164.16,2022-05,1751880,North,0.719785575048733
2022,5,2022-05-16,2,180,1270335.6,8,164.16,20.52,48,116.16,164.16,2022-05,1270335.6,North,0.7076023391812866
2022,5,2022-05-16,2,180,1270375.6,8,191.52,23.94,58,133.52,191.52,2022-05,1270375.6,West,0.6971595655806182
2022,5,2022-05-16,2,180,1270415.6,8,218.88,27.36,59,159.88,218.88,2022-05,1270415.6,East,0.7304459064327485
2022,5,2022-05-16,2,180,1270495.6,2,68.4,34.2,14,54.400000000000006,68.4,2022-05,1270495.6,West,0.7953216374269007
2022,5,2022-05-16,2,200,1281000,4,195.84,48.96,61,134.84,195.84,2022-05,1281000,South,0.6885212418300654
2022,5,2022-05-16,2,230,XK3DA250108,1,78.6,78.6,27,51.599999999999994,78.6,2022-05,XK3DA250108,North,0.6564885496183206
2022,5,2022-05-19,1,100,1452038.02,432,9331.2,21.6,2760,6571.200000000001,9331.2,2022-05,1452038.02,North,0.7042181069958848
2022,5,2022-05-19,1,100,1452730.02,40,5940.0,148.5,2056,3884.0,5940.0,2022-05,1452730.02,North,0.6538720538720538
2022,5,2022-05-20,2,70,1740920,12,492.48,41.04,107,385.48,492.48,2022-05,1740920,West,0.782732293697206
2022,5,2022-05-20,2,180,1270225.6,8,88.96,11.12,17,71.96,88.96,2022-05,1270225.6,West,0.8089028776978417
2022,5,2022-05-21,2,210,1406412,1,41.28,41.28,13,28.28,41.28,2022-05,1406412,West,0.685077519379845
2022,5,2022-05-21,2,230,XWCFDA253708,1,92.4,92.4,24,68.4,92.4,2022-05,XWCFDA253708,South,0.7402597402597403
2022,5,2022-05-21,2,290,5053404,2,190.0,95.0,52,138.0,190.0,2022-05,5053404,West,0.7263157894736842
2022,5,2022-05-21,2,290,5053456,3,382.5,127.5,122,260.5,382.5,2022-05,5053456,South,0.681045751633987
2022,5,2022-05-22,2,70,1740010,36,77.04,2.14,23,54.040000000000006,77.04,2022-05,1740010,North,0.701453790238837
2022,5,2022-05-22,2,70,1740050,60,231.0,3.85,59,172.0,231.0,2022-05,1740050,West,0.7445887445887446
2022,5,2022-05-22,2,70,1740300,64,930.56,14.54,266,664.56,930.56,2022-05,1740300,East,0.7141506189821183
2022,5,2022-05-22,2,70,1740380,24,431.04,17.96,106,325.04,431.04,2022-05,1740380,East,0.754083147735709
2022,5,2022-05-22,2,70,1740440,32,656.64,20.52,210,446.64,656.64,2022-05,1740440,North,0.6801900584795322
2022,5,2022-05-22,2,70,1740520,32,766.08,23.94,230,536.08,766.08,2022-05,1740520,North,0.6997702589807853
2022,5,2022-05-22,2,70,1740760,8,273.6,34.2,66,207.60000000000002,273.6,2022-05,1740760,East,0.7587719298245614
2022,5,2022-05-22,2,70,1740920,84,3447.36,41.04,697,2750.36,3447.36,2022-05,1740920,North,0.7978163000092825
2022,5,2022-05-22,2,70,1741160,20,1026.0,51.3,350,676.0,1026.0,2022-05,1741160,East,0.6588693957115009
2022,5,2022-05-22,2,70,1741880,42,3447.36,82.08,972,2475.36,3447.36,2022-05,1741880,South,0.7180451127819549
2022,5,2022-05-22,2,120,1750458,8,71.84,8.98,21,50.84,71.84,2022-05,1750458,East,0.7076837416481069
2022,5,2022-05-22,2,120,1750790,16,328.32,20.52,67,261.32,328.32,2022-05,1750790,East,0.7959307992202729
2022,5,2022-05-22,2,120,1751880,2,164.16,82.08,47,117.16,164.16,2022-05,1751880,East,0.7136939571150097
2022,5,2022-05-22,2,150,1746710,8,114.96,14.37,30,84.96,114.96,2022-05,1746710,East,0.7390396659707724
2022,5,2022-05-22,3,160,1748376.01,36,3510.0,97.5,855,2655.0,3510.0,2022-05,1748376.01,East,0.7564102564102564
2022,5,2022-05-22,2,180,1270575.6,12,492.48,41.04,149,343.48,492.48,2022-05,1270575.6,East,0.6974496426250812
2022,5,2022-05-22,3,230,XWCFDA2537249,8,4680.0,585.0,1056,3624.0,4680.0,2022-05,XWCFDA2537249,South,0.7743589743589744
2022,5,2022-05-22,2,290,5053104,5,475.0,95.0,160,315.0,475.0,2022-05,5053104,South,0.6631578947368421
2022,5,2022-05-22,2,290,5053156,8,1020.0,127.5,356,664.0,1020.0,2022-05,5053156,North,0.6509803921568628
2022,5,2022-05-23,1,100,1452405.02,40,1584.0,39.6,553,1031.0,1584.0,2022-05,1452405.02,West,0.6508838383838383
2022,5,2022-05-23,1,100,1452928.02,20,1584.0,79.2,427,1157.0,1584.0,2022-05,1452928.02,South,0.7304292929292929
2022,5,2022-05-23,1,100,1453150.02,520,46332.0,89.1,10517,35815.0,46332.0,2022-05,1453150.02,West,0.7730078563411896
2022,5,2022-05-23,1,100,1453252.02,32,7920.0,247.5,2060,5860.0,7920.0,2022-05,1453252.02,West,0.73989898989899
2022,5,2022-05-27,3,30,1401424,20,3690.0,184.5,1248,2442.0,3690.0,2022-05,1401424,North,0.6617886178861788
2022,5,2022-05-29,2,70,1740220,40,444.8,11.120000000000001,141,303.8,444.8,2022-05,1740220,West,0.6830035971223022
2022,5,2022-05-29,2,70,1740380,24,431.04,17.96,146,285.04,431.04,2022-05,1740380,East,0.6612843355605048
2022,5,2022-05-29,2,70,1740440,32,656.64,20.52,165,491.64,656.64,2022-05,1740440,East,0.7487207602339181
2022,5,2022-05-29,2,70,1740520,32,766.08,23.94,164,602.08,766.08,2022-05,1740520,North,0.7859231411862991
2022,5,2022-05-29,2,70,1740680,16,492.48,30.78,135,357.48,492.48,2022-05,1740680,East,0.7258771929824561
2022,5,2022-05-29,2,70,1741160,30,1539.0,51.3,331,1208.0,1539.0,2022-05,1741160,North,0.7849252761533463
2022,5,2022-05-29,2,70,1741400,6,369.36,61.56,87,282.36,369.36,2022-05,1741400,North,0.7644574398960364
2022,5,2022-05-29,2,80,1421020,2,82.08,41.04,16,66.08,82.08,2022-05,1421020,East,0.8050682261208577
2022,5,2022-05-29,2,120,1750790,12,246.24,20.52,77,169.24,246.24,2022-05,1750790,West,0.6872969460688759
2022,5,2022-05-29,2,120,1750828,8,218.88,27.36,54,164.88,218.88,2022-05,1750828,North,0.7532894736842105
2022,5,2022-05-29,2,120,1751208,16,656.64,41.04,191,465.64,656.64,2022-05,1751208,East,0.7091252436647173
2022,5,2022-05-29,2,120,1751280,8,410.4,51.3,135,275.4,410.4,2022-05,1751280,South,0.6710526315789473
2022,5,2022-05-29,2,150,1747010,4,123.76,30.94,31,92.76,123.76,2022-05,1747010,West,0.7495151906916613
2022,6,2022-06-02,1,100,1452038.02,432,9331.2,21.6,2962,6369.200000000001,9331.2,2022-06,1452038.02,South,0.6825703017832647
2022,6,2022-06-02,1,100,1452928.02,280,22176.0,79.2,6003,16173.0,22176.0,2022-06,1452928.02,East,0.729301948051948
2022,6,2022-06-02,2,230,XK3DA250108,1,78.6,78.6,18,60.599999999999994,78.6,2022-06,XK3DA250108,West,0.7709923664122137
2022,6,2022-06-04,2,70,1740090,36,200.16,5.56,63,137.16,200.16,2022-06,1740090,North,0.685251798561151
2022,6,2022-06-04,2,70,1740130,36,261.72,7.2700000000000005,58,203.72000000000003,261.72,2022-06,1740130,West,0.7783891181415253
2022,6,2022-06-04,2,70,1740440,32,656.64,20.52,198,458.64,656.64,2022-06,1740440,West,0.6984649122807017
2022,6,2022-06-04,2,70,1740680,30,923.4,30.779999999999998,227,696.4,923.4,2022-06,1740680,South,0.754169374052415
2022,6,2022-06-04,2,70,1740760,8,273.6,34.2,79,194.60000000000002,273.6,2022-06,1740760,East,0.7112573099415205
2022,6,2022-06-04,2,70,1740920,84,3447.36,41.04,718,2729.36,3447.36,2022-06,1740920,North,0.7917246820755592
2022,6,2022-06-04,2,70,1741160,38,1949.4,51.300000000000004,650,1299.4,1949.4,2022-06,1741160,East,0.666564070996204
2022,6,2022-06-04,2,120,1750688,8,88.96,11.12,20,68.96,88.96,2022-06,1750688,South,0.7751798561151079
2022,6,2022-06-04,2,120,1750808,12,287.28,23.939999999999998,93,194.27999999999997,287.28,2022-06,1750808,South,0.6762740183792815
2022,6,2022-06-04,2,120,1751080,4,123.12,30.78,32,91.12,123.12,2022-06,1751080,North,0.7400909681611436
2022,6,2022-06-04,2,150,1747410,6,318.24,53.04,100,218.24,318.24,2022-06,1747410,West,0.685771744595274
2022,6,2022-06-04,2,150,1747650,4,265.2,66.3,83,182.2,265.2,2022-06,1747650,South,0.6870286576168929
2022,6,2022-06-04,2,180,1270225.6,8,88.96,11.12,25,63.959999999999994,88.96,2022-06,1270225.6,West,0.7189748201438849
2022,6,2022-06-04,2,180,1270265.6,12,174.48,14.54,41,133.48,174.48,2022-06,1270265.6,East,0.7650160476845483
2022,6,2022-06-04,2,180,1270375.6,8,191.52,23.94,51,140.52,191.52,2022-06,1270375.6,South,0.7337092731829574
2022,6,2022-06-04,2,180,1270455.6,4,123.12,30.78,29,94.12,123.12,2022-06,1270455.6,North,0.7644574398960364
2022,6,2022-06-04,2,200,1280760,2,73.44,36.72,20,53.44,73.44,2022-06,1280760,North,0.7276688453159041
2022,6,2022-06-04,2,230,XWCFDA253708,1,92.4,92.4,18,74.4,92.4,2022-06,XWCFDA253708,East,0.8051948051948052
2022,6,2022-06-05,1,100,1452928.02,120,9504.0,79.2,1903,7601.0,9504.0,2022-06,1452928.02,South,0.7997685185185185
2022,6,2022-06-05,1,100,1453150.02,520,46332.0,89.1,12755,33577.0,46332.0,2022-06,1453150.02,South,0.7247043080376414
2022,6,2022-06-05,3,230,XWCFDA2501249,4,2280.0,570.0,772,1508.0,2280.0,2022-06,XWCFDA2501249,North,0.6614035087719298
2022,6,2022-06-09,2,70,1740010,36,77.04,2.14,23,54.040000000000006,77.04,2022-06,1740010,South,0.701453790238837
2022,6,2022-06-09,2,70,1740130,36,261.72,7.2700000000000005,55,206.72000000000003,261.72,2022-06,1740130,East,0.7898517499617912
2022,6,2022-06-09,2,70,1740220,72,800.64,11.12,218,582.64,800.64,2022-06,1740220,West,0.7277178257394085
2022,6,2022-06-09,2,70,1740380,20,359.2,17.96,116,243.2,359.2,2022-06,1740380,East,0.6770601336302895
2022,6,2022-06-09,2,70,1740440,80,1641.6,20.52,443,1198.6,1641.6,2022-06,1740440,North,0.7301413255360624
2022,6,2022-06-09,2,70,1740520,108,2585.52,23.94,580,2005.52,2585.52,2022-06,1740520,West,0.7756737522819395
2022,6,2022-06-09,2,70,1740600,24,656.64,27.36,181,475.64,656.64,2022-06,1740600,West,0.7243542884990254
2022,6,2022-06-09,2,70,1740680,18,554.04,30.779999999999998,172,382.03999999999996,554.04,2022-06,1740680,North,0.6895531008591437
2022,6,2022-06-09,2,70,1740920,168,6894.72,41.04,1656,5238.72,6894.72,2022-06,1740920,East,0.7598162071846283
2022,6,2022-06-09,2,70,1741160,44,2257.2,51.3,608,1649.1999999999998,2257.2,2022-06,1741160,North,0.7306397306397306
2022,6,2022-06-09,2,70,1741400,6,369.36,61.56,122,247.36,369.36,2022-06,1741400,East,0.6696989387047867
2022,6,2022-06-09,2,80,1421020,2,82.08,41.04,26,56.08,82.08,2022-06,1421020,South,0.6832358674463938
2022,6,2022-06-09,2,80,1421260,2,102.6,51.3,26,76.6,102.6,2022-06,1421260,North,0.746588693957115
2022,6,2022-06-09,2,120,1750378,12,66.72,5.56,16,50.72,66.72,2022-06,1750378,South,0.7601918465227818
2022,6,2022-06-09,2,120,1750418,12,87.24,7.27,18,69.24,87.24,2022-06,1750418,West,0.7936726272352131
2022,6,2022-06-09,2,120,1750723,8,116.32,14.54,32,84.32,116.32,2022-06,1750723,West,0.7248968363136176
2022,6,2022-06-09,2,120,1750758,8,143.68,17.96,29,114.68,143.68,2022-06,1750758,East,0.798162583518931
2022,6,2022-06-09,2,120,1751080,4,123.12,30.78,33,90.12,123.12,2022-06,1751080,South,0.7319688109161794
2022,6,2022-06-09,2,120,1751280,8,410.4,51.3,95,315.4,410.4,2022-06,1751280,East,0.7685185185185185
2022,6,2022-06-09,2,150,1746790,4,75.16,18.79,19,56.16,75.16,2022-06,1746790,North,0.7472059606173497
2022,6,2022-06-09,2,150,1748370,10,1060.8,106.08,325,735.8,1060.8,2022-06,1748370,East,0.6936274509803921
2022,6,2022-06-09,2,180,1270180.6,12,87.24,7.27,21,66.24,87.24,2022-06,1270180.6,North,0.7592847317744154
2022,6,2022-06-09,2,180,1270225.6,16,177.92,11.12,35,142.92,177.92,2022-06,1270225.6,West,0.8032823741007195
2022,6,2022-06-09,2,180,1270265.6,16,232.64,14.54,59,173.64,232.64,2022-06,1270265.6,West,0.7463892709766162
2022,6,2022-06-09,2,180,1270375.6,12,287.28,23.939999999999998,89,198.27999999999997,287.28,2022-06,1270375.6,South,0.6901977165135059
2022,6,2022-06-09,2,180,1270575.6,12,492.48,41.04,148,344.48,492.48,2022-06,1270575.6,North,0.6994801819363223
2022,6,2022-06-09,2,200,1280290,8,106.08,13.26,26,80.08,106.08,2022-06,1280290,South,0.7549019607843137
2022,6,2022-06-09,2,200,1280600,4,114.24,28.56,29,85.24,114.24,2022-06,1280600,South,0.7461484593837535
2022,6,2022-06-09,2,200,1281000,6,293.76,48.96,94,199.76,293.76,2022-06,1281000,North,0.6800108932461874
2022,6,2022-06-09,3,230,XWCFDA2501249,4,2280.0,570.0,672,1608.0,2280.0,2022-06,XWCFDA2501249,South,0.7052631578947368
2022,6,2022-06-10,1,100,1452405.02,80,3168.0,39.6,1037,2131.0,3168.0,2022-06,1452405.02,South,0.6726641414141414
2022,6,2022-06-10,1,100,1452703.02,30,1782.0,59.4,608,1174.0,1782.0,2022-06,1452703.02,North,0.6588103254769921
2022,6,2022-06-10,1,100,1452730.02,40,5940.0,148.5,1918,4022.0,5940.0,2022-06,1452730.02,West,0.6771043771043771
2022,6,2022-06-10,1,100,1453057,15000,13215.0,0.881,4218,8997.0,13215.0,2022-06,1453057,North,0.6808172531214529
2022,6,2022-06-10,1,110,1455679.02,20,2055.0,102.75,670,1385.0,2055.0,2022-06,1455679.02,North,0.6739659367396593
2022,6,2022-06-12,2,70,1740300,24,348.96,14.54,85,263.96,348.96,2022-06,1740300,West,0.7564190738193489
2022,6,2022-06-12,2,70,1740440,64,1313.28,20.52,290,1023.28,1313.28,2022-06,1740440,West,0.779178849902534
2022,6,2022-06-12,2,70,1740680,30,923.4,30.779999999999998,196,727.4,923.4,2022-06,1740680,West,0.7877409573316007
2022,6,2022-06-12,2,70,1740760,16,547.2,34.2,149,398.20000000000005,547.2,2022-06,1740760,North,0.7277046783625731
2022,6,2022-06-12,2,70,1740920,168,6894.72,41.04,1429,5465.72,6894.72,2022-06,1740920,South,0.7927399517311798
2022,6,2022-06-12,2,70,1741400,8,492.48,61.56,137,355.48,492.48,2022-06,1741400,North,0.7218161143599741
2022,6,2022-06-12,2,70,1741880,42,3447.36,82.08,714,2733.36,3447.36,2022-06,1741880,East,0.7928849902534113
2022,6,2022-06-12,2,120,1751208,10,410.4,41.04,83,327.4,410.4,2022-06,1751208,South,0.7977582846003899
2022,6,2022-06-12,3,140,1710910.01,144,14040.0,97.5,4738,9302.0,14040.0,2022-06,1710910.01,West,0.6625356125356126
2022,6,2022-06-12,2,150,1747650,4,265.2,66.3,84,181.2,265.2,2022-06,1747650,South,0.6832579185520362
2022,6,2022-06-12,2,150,1748370,4,424.32,106.08,135,289.32,424.32,2022-06,1748370,West,0.681843891402715
